id,title,year,rated,director,plot,poster,runtime,box_office,rating_id,movie_id_x,letterboxd_score,rotten_tomatoes_score,score_difference,movie_id_y,genre_id,name
47,Shutter Island,2010,R,Martin Scorsese,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_SX300.jpg,138.0,128012934,47,47,82.0,69.0,13.0,47,22,Thriller
48,Call Me by Your Name,2017,R,Luca Guadagnino,"It's the summer of 1983, and 17-year-old Elio is spending the days with his family at their villa in Lombardy, Italy. He soon meets Oliver, who's working as an intern for Elio's father. They discover the heady beauty of awakening ...",https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_SX300.jpg,132.0,18095701,48,48,77.0,95.0,-18.0,48,8,Drama
48,Call Me by Your Name,2017,R,Luca Guadagnino,"It's the summer of 1983, and 17-year-old Elio is spending the days with his family at their villa in Lombardy, Italy. He soon meets Oliver, who's working as an intern for Elio's father. They discover the heady beauty of awakening ...",https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_SX300.jpg,132.0,18095701,48,48,77.0,95.0,-18.0,48,18,Romance
49,Hereditary,2018,R,Ari Aster,A grieving family is haunted by tragic and disturbing occurrences.,https://m.media-amazon.com/images/M/MV5BNTEyZGQwODctYWJjZi00NjFmLTg3YmEtMzlhNjljOGZhMWMyXkEyXkFqcGc@._V1_SX300.jpg,127.0,44069456,49,49,79.0,90.0,-11.0,49,8,Drama
49,Hereditary,2018,R,Ari Aster,A grieving family is haunted by tragic and disturbing occurrences.,https://m.media-amazon.com/images/M/MV5BNTEyZGQwODctYWJjZi00NjFmLTg3YmEtMzlhNjljOGZhMWMyXkEyXkFqcGc@._V1_SX300.jpg,127.0,44069456,49,49,79.0,90.0,-11.0,49,13,Horror
49,Hereditary,2018,R,Ari Aster,A grieving family is haunted by tragic and disturbing occurrences.,https://m.media-amazon.com/images/M/MV5BNTEyZGQwODctYWJjZi00NjFmLTg3YmEtMzlhNjljOGZhMWMyXkEyXkFqcGc@._V1_SX300.jpg,127.0,44069456,49,49,79.0,90.0,-11.0,49,16,Mystery
50,The Social Network,2010,PG-13,David Fincher,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",https://m.media-amazon.com/images/M/MV5BMjlkNTE5ZTUtNGEwNy00MGVhLThmZjMtZjU1NDE5Zjk1NDZkXkEyXkFqcGc@._V1_SX300.jpg,120.0,96962694,50,50,79.0,96.0,-17.0,50,4,Biography
50,The Social Network,2010,PG-13,David Fincher,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",https://m.media-amazon.com/images/M/MV5BMjlkNTE5ZTUtNGEwNy00MGVhLThmZjMtZjU1NDE5Zjk1NDZkXkEyXkFqcGc@._V1_SX300.jpg,120.0,96962694,50,50,79.0,96.0,-17.0,50,8,Drama
51,Her,2013,R,Spike Jonze,"In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,126.0,25568251,51,51,80.0,95.0,-15.0,51,8,Drama
51,Her,2013,R,Spike Jonze,"In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,126.0,25568251,51,51,80.0,95.0,-15.0,51,18,Romance
51,Her,2013,R,Spike Jonze,"In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,126.0,25568251,51,51,80.0,95.0,-15.0,51,19,Sci-Fi
52,Ratatouille,2007,G,"Brad Bird, Jan Pinkava",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,111.0,206445654,52,52,84.0,96.0,-12.0,52,2,Adventure
52,Ratatouille,2007,G,"Brad Bird, Jan Pinkava",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,111.0,206445654,52,52,84.0,96.0,-12.0,52,3,Animation
52,Ratatouille,2007,G,"Brad Bird, Jan Pinkava",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,111.0,206445654,52,52,84.0,96.0,-12.0,52,5,Comedy
53,10 Things I Hate About You,1999,PG-13,Gil Junger,"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.",https://m.media-amazon.com/images/M/MV5BOTQwYmRhNGQtODI2Mi00ZTRlLTk0Y2QtY2NkNjE1MGNhNTgwXkEyXkFqcGc@._V1_SX300.jpg,97.0,38178166,53,53,80.0,71.0,9.0,53,5,Comedy
53,10 Things I Hate About You,1999,PG-13,Gil Junger,"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.",https://m.media-amazon.com/images/M/MV5BOTQwYmRhNGQtODI2Mi00ZTRlLTk0Y2QtY2NkNjE1MGNhNTgwXkEyXkFqcGc@._V1_SX300.jpg,97.0,38178166,53,53,80.0,71.0,9.0,53,8,Drama
53,10 Things I Hate About You,1999,PG-13,Gil Junger,"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.",https://m.media-amazon.com/images/M/MV5BOTQwYmRhNGQtODI2Mi00ZTRlLTk0Y2QtY2NkNjE1MGNhNTgwXkEyXkFqcGc@._V1_SX300.jpg,97.0,38178166,53,53,80.0,71.0,9.0,53,18,Romance
54,Nope,2022,R,Jordan Peele,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.,https://m.media-amazon.com/images/M/MV5BODRlNWRhZWUtMzdlZC00ZDIyLWFhZjMtYTcxNjI1ZDIwODhjXkEyXkFqcGc@._V1_SX300.jpg,130.0,123277080,54,54,74.0,83.0,-9.0,54,13,Horror
54,Nope,2022,R,Jordan Peele,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.,https://m.media-amazon.com/images/M/MV5BODRlNWRhZWUtMzdlZC00ZDIyLWFhZjMtYTcxNjI1ZDIwODhjXkEyXkFqcGc@._V1_SX300.jpg,130.0,123277080,54,54,74.0,83.0,-9.0,54,16,Mystery
54,Nope,2022,R,Jordan Peele,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.,https://m.media-amazon.com/images/M/MV5BODRlNWRhZWUtMzdlZC00ZDIyLWFhZjMtYTcxNjI1ZDIwODhjXkEyXkFqcGc@._V1_SX300.jpg,130.0,123277080,54,54,74.0,83.0,-9.0,54,19,Sci-Fi
55,Scott Pilgrim vs. the World,2010,PG-13,Edgar Wright,"A young man must defeat his new girlfriend's seven evil exes, who are willing to do anything to prevent her happiness with someone else.",https://m.media-amazon.com/images/M/MV5BNTA5ZWMwNmYtNWI1ZS00NDRlLTkxNzktMzdhZDU2ZDhjNDJmXkEyXkFqcGc@._V1_SX300.jpg,112.0,33525605,55,55,77.0,83.0,-6.0,55,1,Action
55,Scott Pilgrim vs. the World,2010,PG-13,Edgar Wright,"A young man must defeat his new girlfriend's seven evil exes, who are willing to do anything to prevent her happiness with someone else.",https://m.media-amazon.com/images/M/MV5BNTA5ZWMwNmYtNWI1ZS00NDRlLTkxNzktMzdhZDU2ZDhjNDJmXkEyXkFqcGc@._V1_SX300.jpg,112.0,33525605,55,55,77.0,83.0,-6.0,55,5,Comedy
55,Scott Pilgrim vs. the World,2010,PG-13,Edgar Wright,"A young man must defeat his new girlfriend's seven evil exes, who are willing to do anything to prevent her happiness with someone else.",https://m.media-amazon.com/images/M/MV5BNTA5ZWMwNmYtNWI1ZS00NDRlLTkxNzktMzdhZDU2ZDhjNDJmXkEyXkFqcGc@._V1_SX300.jpg,112.0,33525605,55,55,77.0,83.0,-6.0,55,10,Fantasy
56,The Matrix,1999,R,"Lana Wachowski, Lilly Wachowski","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@._V1_SX300.jpg,136.0,172076928,56,56,83.0,83.0,0.0,56,1,Action
56,The Matrix,1999,R,"Lana Wachowski, Lilly Wachowski","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",https://m.media-amazon.com/images/M/MV5BN2NmN2VhMTQtMDNiOS00NDlhLTliMjgtODE2ZTY0ODQyNDRhXkEyXkFqcGc@._V1_SX300.jpg,136.0,172076928,56,56,83.0,83.0,0.0,56,19,Sci-Fi
57,Fantastic Mr. Fox,2009,PG,Wes Anderson,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,https://m.media-amazon.com/images/M/MV5BYTA1ZTIxZDUtNGFjYS00YTc5LTgzNDMtZWNjYjBlMzI2OTk3XkEyXkFqcGc@._V1_SX300.jpg,87.0,21002919,57,57,85.0,93.0,-8.0,57,2,Adventure
57,Fantastic Mr. Fox,2009,PG,Wes Anderson,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,https://m.media-amazon.com/images/M/MV5BYTA1ZTIxZDUtNGFjYS00YTc5LTgzNDMtZWNjYjBlMzI2OTk3XkEyXkFqcGc@._V1_SX300.jpg,87.0,21002919,57,57,85.0,93.0,-8.0,57,3,Animation
57,Fantastic Mr. Fox,2009,PG,Wes Anderson,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,https://m.media-amazon.com/images/M/MV5BYTA1ZTIxZDUtNGFjYS00YTc5LTgzNDMtZWNjYjBlMzI2OTk3XkEyXkFqcGc@._V1_SX300.jpg,87.0,21002919,57,57,85.0,93.0,-8.0,57,5,Comedy
58,Taxi Driver,1976,R,Martin Scorsese,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_SX300.jpg,114.0,28262574,58,58,83.0,89.0,-6.0,58,6,Crime
58,Taxi Driver,1976,R,Martin Scorsese,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_SX300.jpg,114.0,28262574,58,58,83.0,89.0,-6.0,58,8,Drama
59,Dead Poets Society,1989,PG,Peter Weir,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_SX300.jpg,128.0,95860116,59,59,85.0,85.0,0.0,59,5,Comedy
59,Dead Poets Society,1989,PG,Peter Weir,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_SX300.jpg,128.0,95860116,59,59,85.0,85.0,0.0,59,8,Drama
60,Jojo Rabbit,2019,PG-13,Taika Waititi,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home.",https://m.media-amazon.com/images/M/MV5BYmFmNmUyMjYtZTFjNS00OWQyLThhZmMtMGZkYTQ3YjY0ZDQ1XkEyXkFqcGc@._V1_SX300.jpg,108.0,33370906,60,60,81.0,81.0,0.0,60,5,Comedy
60,Jojo Rabbit,2019,PG-13,Taika Waititi,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home.",https://m.media-amazon.com/images/M/MV5BYmFmNmUyMjYtZTFjNS00OWQyLThhZmMtMGZkYTQ3YjY0ZDQ1XkEyXkFqcGc@._V1_SX300.jpg,108.0,33370906,60,60,81.0,81.0,0.0,60,8,Drama
60,Jojo Rabbit,2019,PG-13,Taika Waititi,"A young German boy in the Hitler Youth, whose hero and imaginary friend is the country's dictator, is shocked to discover that his mother is hiding a Jewish girl in their home.",https://m.media-amazon.com/images/M/MV5BYmFmNmUyMjYtZTFjNS00OWQyLThhZmMtMGZkYTQ3YjY0ZDQ1XkEyXkFqcGc@._V1_SX300.jpg,108.0,33370906,60,60,81.0,81.0,0.0,60,23,War
61,Guardians of the Galaxy,2014,PG-13,James Gunn,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,https://m.media-amazon.com/images/M/MV5BM2ZmNjQ2MzAtNDlhNi00MmQyLWJhZDMtNmJiMjFlOWY4MzcxXkEyXkFqcGc@._V1_SX300.jpg,121.0,333718600,61,61,76.0,92.0,-16.0,61,1,Action
61,Guardians of the Galaxy,2014,PG-13,James Gunn,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,https://m.media-amazon.com/images/M/MV5BM2ZmNjQ2MzAtNDlhNi00MmQyLWJhZDMtNmJiMjFlOWY4MzcxXkEyXkFqcGc@._V1_SX300.jpg,121.0,333718600,61,61,76.0,92.0,-16.0,61,2,Adventure
61,Guardians of the Galaxy,2014,PG-13,James Gunn,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,https://m.media-amazon.com/images/M/MV5BM2ZmNjQ2MzAtNDlhNi00MmQyLWJhZDMtNmJiMjFlOWY4MzcxXkEyXkFqcGc@._V1_SX300.jpg,121.0,333718600,61,61,76.0,92.0,-16.0,61,5,Comedy
62,Black Panther,2018,PG-13,Ryan Coogler,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,134.0,700426566,62,62,73.0,96.0,-23.0,62,1,Action
62,Black Panther,2018,PG-13,Ryan Coogler,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,134.0,700426566,62,62,73.0,96.0,-23.0,62,2,Adventure
62,Black Panther,2018,PG-13,Ryan Coogler,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,134.0,700426566,62,62,73.0,96.0,-23.0,62,19,Sci-Fi
63,Arrival,2016,PG-13,Denis Villeneuve,"Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial vi...",https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg,116.0,100546139,63,63,82.0,94.0,-12.0,63,8,Drama
63,Arrival,2016,PG-13,Denis Villeneuve,"Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial vi...",https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg,116.0,100546139,63,63,82.0,94.0,-12.0,63,16,Mystery
63,Arrival,2016,PG-13,Denis Villeneuve,"Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial vi...",https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg,116.0,100546139,63,63,82.0,94.0,-12.0,63,19,Sci-Fi
64,Blade Runner 2049,2017,R,Denis Villeneuve,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,164.0,92071675,64,64,82.0,88.0,-6.0,64,1,Action
64,Blade Runner 2049,2017,R,Denis Villeneuve,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,164.0,92071675,64,64,82.0,88.0,-6.0,64,8,Drama
64,Blade Runner 2049,2017,R,Denis Villeneuve,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,164.0,92071675,64,64,82.0,88.0,-6.0,64,16,Mystery
65,The Perks of Being a Wallflower,2012,PG-13,Stephen Chbosky,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past.",https://m.media-amazon.com/images/M/MV5BNTY0ZTI2NzQtYWI1YS00ZWM3LWFmMjMtZWYxNmNmOTI0MGJjXkEyXkFqcGc@._V1_SX300.jpg,103.0,17742948,65,65,78.0,85.0,-7.0,65,8,Drama
66,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,Peter Jackson,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,178.0,319372078,66,66,87.0,92.0,-5.0,66,2,Adventure
66,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,Peter Jackson,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,178.0,319372078,66,66,87.0,92.0,-5.0,66,8,Drama
66,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,Peter Jackson,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,178.0,319372078,66,66,87.0,92.0,-5.0,66,10,Fantasy
67,The Shawshank Redemption,1994,R,Frank Darabont,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.",https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_SX300.jpg,142.0,28767189,67,67,91.0,89.0,2.0,67,8,Drama
68,Past Lives,2023,PG-13,Celine Song,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",https://m.media-amazon.com/images/M/MV5BYjQyMTNhNjUtN2VmYy00NWRhLTkwOTctMGVmNTBmNDIxYjZhXkEyXkFqcGc@._V1_SX300.jpg,105.0,11331983,68,68,84.0,95.0,-11.0,68,8,Drama
68,Past Lives,2023,PG-13,Celine Song,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",https://m.media-amazon.com/images/M/MV5BYjQyMTNhNjUtN2VmYy00NWRhLTkwOTctMGVmNTBmNDIxYjZhXkEyXkFqcGc@._V1_SX300.jpg,105.0,11331983,68,68,84.0,95.0,-11.0,68,18,Romance
69,Good Will Hunting,1997,R,Gus Van Sant,"A therapist counsels Will Hunting, a janitor with a genius IQ.",https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_SX300.jpg,126.0,138433435,69,69,86.0,97.0,-11.0,69,8,Drama
69,Good Will Hunting,1997,R,Gus Van Sant,"A therapist counsels Will Hunting, a janitor with a genius IQ.",https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_SX300.jpg,126.0,138433435,69,69,86.0,97.0,-11.0,69,18,Romance
70,Coco,2017,PG,"Lee Unkrich, Adrian Molina","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_SX300.jpg,105.0,210460015,70,70,82.0,97.0,-15.0,70,2,Adventure
70,Coco,2017,PG,"Lee Unkrich, Adrian Molina","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_SX300.jpg,105.0,210460015,70,70,82.0,97.0,-15.0,70,3,Animation
70,Coco,2017,PG,"Lee Unkrich, Adrian Molina","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_SX300.jpg,105.0,210460015,70,70,82.0,97.0,-15.0,70,8,Drama
71,Mad Max: Fury Road,2015,R,George Miller,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_SX300.jpg,120.0,154280290,71,71,84.0,97.0,-13.0,71,1,Action
71,Mad Max: Fury Road,2015,R,George Miller,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_SX300.jpg,120.0,154280290,71,71,84.0,97.0,-13.0,71,2,Adventure
71,Mad Max: Fury Road,2015,R,George Miller,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_SX300.jpg,120.0,154280290,71,71,84.0,97.0,-13.0,71,19,Sci-Fi
72,Titanic,1997,PG-13,James Cameron,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",https://m.media-amazon.com/images/M/MV5BYzYyN2FiZmUtYWYzMy00MzViLWJkZTMtOGY1ZjgzNWMwN2YxXkEyXkFqcGc@._V1_SX300.jpg,194.0,674354882,72,72,76.0,88.0,-12.0,72,8,Drama
72,Titanic,1997,PG-13,James Cameron,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",https://m.media-amazon.com/images/M/MV5BYzYyN2FiZmUtYWYzMy00MzViLWJkZTMtOGY1ZjgzNWMwN2YxXkEyXkFqcGc@._V1_SX300.jpg,194.0,674354882,72,72,76.0,88.0,-12.0,72,18,Romance
73,Challengers,2024,R,Luca Guadagnino,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend and Tashi's ex-boyfriend.",https://m.media-amazon.com/images/M/MV5BZTcyZGIyODctZGJhOS00MWUyLWI5ZWEtMjg4YzhkMDczMDBhXkEyXkFqcGc@._V1_SX300.jpg,131.0,50119408,73,73,81.0,88.0,-7.0,73,5,Comedy
73,Challengers,2024,R,Luca Guadagnino,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend and Tashi's ex-boyfriend.",https://m.media-amazon.com/images/M/MV5BZTcyZGIyODctZGJhOS00MWUyLWI5ZWEtMjg4YzhkMDczMDBhXkEyXkFqcGc@._V1_SX300.jpg,131.0,50119408,73,73,81.0,88.0,-7.0,73,8,Drama
73,Challengers,2024,R,Luca Guadagnino,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend and Tashi's ex-boyfriend.",https://m.media-amazon.com/images/M/MV5BZTcyZGIyODctZGJhOS00MWUyLWI5ZWEtMjg4YzhkMDczMDBhXkEyXkFqcGc@._V1_SX300.jpg,131.0,50119408,73,73,81.0,88.0,-7.0,73,18,Romance
74,Drive,2011,R,Nicolas Winding Refn,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,https://m.media-amazon.com/images/M/MV5BYTFmNTFlOTAtNzEyNi00MWU2LTg3MGEtYjA2NWY3MDliNjlkXkEyXkFqcGc@._V1_SX300.jpg,100.0,35061555,74,74,79.0,93.0,-14.0,74,1,Action
